,metascore,name,console,userscore,date,genre(s),developer,publisher,rating,esrb descriptors,number of online players,special controllers,number of players,official site,franchise
9154,74,Story of Seasons: Trio of Towns,3DS,8,"Feb 28, 2017","Business / Tycoon, Management, Strategy",Marvelous Inc.,XSEED Games,E10+, ,Up to 4 Players, , , ,Harvest Moon Series
9155,74,A Pixel Story,XONE,tbd,"Feb 24, 2017","2D, Action, Platformer",Lamplight Studios,Rising Star Games,E10+, ,No Online Multiplayer, , , ,
9156,74,Alone With You,PC,5.6,"Feb 9, 2017","Adventure, General",Benjamin Rivers,Benjamin Rivers, , ,No Online Multiplayer, , , ,
9157,74,A Hat in Time,XONE,7.7,"Dec 6, 2017","3D, Action, Platformer",Gears for Breakfast,Gears for Breakfast,E10+, ,No Online Multiplayer, , , ,
9158,74,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,XONE,5.2,"Apr 18, 2017","3D, Action, Adventure, General, Third-Person",Telltale Games,Telltale Games,T, , , , , ,Marvel Series
9159,74,Expeditions: Viking,PC,8.1,"Apr 27, 2017","General, Role-Playing",Logic Artists,Logic Artists, , , , , , ,
9160,74,Mages of Mystralia,PC,8.4,"May 18, 2017","Action Adventure, General",Borealys Games,Borealys Games, , ,No Online Multiplayer, , , ,
9161,74,AER: Memories of Old,XONE,7.2,"Oct 25, 2017","Action Adventure, General, Open-World",Daedalic Entertainment,Daedalic Entertainment,E10+, ,No Online Multiplayer, , , ,
9162,74,The Surge,XONE,7.6,"May 16, 2017","Action RPG, Role-Playing",Deck 13,Focus Home Interactive,M, , , , , ,
9163,74,Gigantic,XONE,8.6,"Jul 20, 2017","MOBA, Real-Time, Strategy",Motiga,Motiga,T, , , , , ,
9164,74,Snake Pass,XONE,6.9,"Mar 29, 2017","Action, Action Adventure, General, Puzzle",Sumo Digital,Sumo Digital,E, , , , , ,
9165,74,NBA 2K18,Switch,4.3,"Sep 15, 2017","Basketball, Sim, Sports, Team",Visual Concepts,2K Games,E10+, ,Up to 10 Players, , , ,NBA 2K Basketball Series
9166,74,ChromaGun,PS4,5.6,"Aug 22, 2017","Action, Arcade, First-Person, Shooter",Pixel Maniacs,Pixel Maniacs,E10+, ,No Online Multiplayer, , , ,
9167,74,Collar x Malice,VITA,8.2,"Jul 28, 2017","Adventure, General, Visual Novel",Otomate,Aksys Games,M, , , , , ,Collar x Malice Series
9168,74,Super Cloudbuilt,XONE,8.6,"Jul 28, 2017","Action Adventure, General","Coilworks, Double Eleven",Double Eleven,T, , , , , ,
9169,74,Pinball FX 2: Star Wars Pinball - Rogue One,PS4,2.2,"Jan 31, 2017","Action, Pinball",Zen Studios,Zen Studios, , , , , , ,Pinball FX 2 Series
9170,74,Milkmaid of the Milky Way,PC,7.1,"Jan 5, 2017","Adventure, Point-and-Click",machineboy,machineboy, , ,No Online Multiplayer, , , ,
9171,74,God Wars: Future Past,PS4,7,"Mar 28, 2017","Strategy, Tactics, Turn-Based",Kadokawa,NIS America,T, ,No Online Multiplayer, , , ,
9172,74,Lego Marvel Super Heroes 2,XONE,7.4,"Nov 14, 2017","3D, Action, Platformer",TT Games,Warner Bros. Interactive Entertainment,E10+, , , , , ,LEGO Series
9173,74,SUPERBEAT: XONiC,Switch,6.9,"Nov 21, 2017","Action, Music, Rhythm",Nurijoy,Rising Star Games,T, ,No Online Multiplayer, , , ,
9174,74,Samurai Warriors: Spirit of Sanada,PS4,6.6,"May 23, 2017","3D, Action u""Beat-Em-Up""",Omega Force,Koei Tecmo Games,T, , , , , ,Samurai Warriors Series
9175,74,Chroma Squad,PS4,6.4,"May 19, 2017","Strategy, Tactics, Turn-Based",Behold Studios,Behold Studios,T, ,No Online Multiplayer, , , ,
9176,74,Sky Force Reloaded,PS4,7.3,"Nov 28, 2017","Action u""Shoot-Em-Up"", Shooter, Vertical",Infinite Dreams Inc.,Infinite Dreams Inc.,E10+, , , , , ,
9177,74,Implosion - Never Lose Hope,Switch,7.5,"Jul 6, 2017","Action u""Shoot-Em-Up"", Shooter, Top-Down",Rayark Inc.,Flyhigh Works,T, ,No Online Multiplayer, , , ,
9178,74,Atelier Firis: The Alchemist and the Mysterious Journey,PS4,7,"Mar 7, 2017","Japanese-Style, Role-Playing",Koei Tecmo Games,Koei Tecmo Games,T, ,No Online Multiplayer, , , ,Atelier Series
9179,74,Fire Emblem Warriors,Switch,8,"Oct 20, 2017","3D, Action u""Beat-Em-Up""",Omega Force,Nintendo,T, ,No Online Multiplayer, , , ,Fire Emblem Series
9180,74,Kamiko,Switch,7.5,"Apr 27, 2017","Action Adventure, General",Skipmore,Flyhigh Works,E, ,No Online Multiplayer, , , ,
9181,74,Cat Quest,Switch,7.5,"Nov 10, 2017","Action RPG, Role-Playing",The Gentlebros,PQube,E10+, ,No Online Multiplayer, , , ,
9182,74,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,PC,6.5,"May 30, 2017","Adventure, Point-and-Click",Telltale Games,Telltale Games,M, , , , , ,The Walking Dead Series
9183,74,Sparc,PS4,7,"Aug 29, 2017","Futuristic, Sports, Team","CCP, CCP Games",Sony Interactive Entertainment,E, ,2 Players,"Move Required, PlayStation VR Required PlayStation VR Required", , ,
9184,74,Culdcept Revolt,3DS,7.9,"Oct 3, 2017","Board / Card Game, Miscellaneous",Omiya Soft,NIS America,T, ,Up to 4 Players, , , ,Culdcept Series
9185,74,Cat Quest,PS4,6.9,"Nov 14, 2017","Action RPG, Role-Playing",The Gentlebros,PQube,E10+, ,No Online Multiplayer, , , ,
9186,74,Demon Gaze II,PS4,6.6,"Nov 14, 2017","Role-Playing, Western-Style",Experience Inc.,NIS America,T, ,No Online Multiplayer, , , ,
9187,74,Oriental Empires,PC,6.5,"Sep 14, 2017","4X, Strategy, Turn-Based",Shining Pixel Studios,Iceberg Interactive, , ,Online Multiplayer, , , ,
9188,74,Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,PC,4.6,"Aug 15, 2017","Adventure, Point-and-Click",Telltale Games,Telltale Games, , , , , , ,Minecraft Series
9189,74,Mirage: Arcane Warfare,PC,3.7,"May 23, 2017","Action, First-Person, Shooter, Tactical",Torn Banner Studios,Torn Banner Studios, , ,Online Multiplayer, , , ,
9190,73,Chicken Wiggle,3DS,6.6,"Aug 17, 2017","2D, Action, Platformer",Atooi LLC,Atooi LLC,E, , , , , ,
9191,73,Max: The Curse of Brotherhood,Switch,6,"Dec 21, 2017","Action Adventure, General",Stage Clear Studios,Stage Clear Studios,E10+, ,No Online Multiplayer, , , ,
9192,73,Yo-kai Watch 2: Psychic Specters,3DS,8.1,"Sep 29, 2017","Role-Playing, Trainer",Level 5,Nintendo,E10+, ,Up to 4 Players, , , ,Yo kai Watch Series
9193,73,Typoman: Revised,XONE,tbd,"Feb 17, 2017","2D, Action, Platformer",Brainseed Factory,Brainseed Factory,E10+, , , , , ,
9194,73,Regalia: Of Men and Monarchs,PC,8,"May 18, 2017","Japanese-Style, Role-Playing, Strategy, Tactics, Turn-Based",Pixelated Milk,Pixelated Milk, , ,No Online Multiplayer, , , ,
9195,73,Mom Hid My Game!,Switch,7.2,"Dec 21, 2017","Adventure, Point-and-Click",Hap,Kemco,E, ,No Online Multiplayer, , , ,
9196,73,Ashes Cricket,PS4,7.7,"Nov 16, 2017","Cricket, Sports, Team",Big Ant Studios,Big Ant Studios,E, ,Up to 4 Players, , , ,
9197,73,World to the West,PS4,tbd,"May 5, 2017","Action Adventure, Linear","Rain Games, Soedesco",Soedesco,E10+, , , , , ,
9198,73,Resident Evil: Revelations 2,Switch,7.6,"Nov 28, 2017","Action Adventure, Survival",Capcom,Capcom,M, , , , , ,Resident Evil Series
9199,73,Mega Man Legacy Collection 2,PC,7,"Aug 8, 2017","Compilation, Miscellaneous","Capcom, Bullets",Capcom,E10+, ,No Online Multiplayer, , , ,Mega Man Series
9200,73,Children of Zodiarcs,PC,7.2,"Jul 18, 2017","Japanese-Style, Role-Playing",Cardboard Utopia,Cardboard Utopia, , ,No Online Multiplayer, , , ,
9201,73,Farming Simulator: Nintendo Switch Edition,Switch,7.5,"Nov 7, 2017","Career, Simulation, Virtual",Giants Software,Focus Home Interactive,E, ,No Online Multiplayer, , , ,Farming Simulator Series
9202,73,Human: Fall Flat,XONE,6.4,"May 12, 2017","Action Adventure, General",No Brakes Games,Curve Digital,E, , , , , ,
9203,73,Mages of Mystralia,PS4,tbd,"Aug 22, 2017","Action Adventure, General",Borealys Games,Limited Run Games,E10+, , , , , ,
9204,73,LEGO Marvel Super Heroes 2,PS4,7.1,"Nov 14, 2017","3D, Action, Platformer",TT Games,Warner Bros. Interactive Entertainment,E10+, ,No Online Multiplayer, , , ,LEGO Series
9205,73,Aven Colony,PS4,6.9,"Jul 25, 2017","Government, Management, Strategy","Sold Out Software, Mothership Entertainment",Team 17,E10+, ,No Online Multiplayer, , , ,
9206,73,Yono and the Celestial Elephants,Switch,7.1,"Oct 12, 2017","Action Adventure, Linear",Neckbolt,Plug In Digital,E, ,No Online Multiplayer, , , ,
9207,73,Get Even,XONE,8.3,"Jun 23, 2017","Action, Arcade, First-Person, Modern, Shooter",The Farm 51,Bandai Namco Games,M, , , , , ,
9208,73,The Surge,PS4,7,"May 16, 2017","Action RPG, Role-Playing",Deck 13,Focus Home Interactive,M, ,No Online Multiplayer, , , ,
9209,73,SpellForce 3,PC,7.7,"Dec 7, 2017","Real-Time, Strategy, Tactics",Grimlore Games,Nordic Games Publishing,M, , , , , ,SpellForce Series
9210,73,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,XONE,6,"Oct 10, 2017","3D, Action, Adventure, General, Third-Person",Telltale Games,Telltale Games,T, , , , , ,Marvel Series
9211,73,Starpoint Gemini Warlords,PC,7.2,"May 23, 2017","General, Strategy",Little Green Men,Iceberg Interactive,T, ,No Online Multiplayer, , , ,
9212,73,Yooka-Laylee,XONE,5.6,"Apr 11, 2017","3D, Action, Platformer",Playtonic Games,Team 17,E10+, , , , , ,
9213,73,Raiden V: Director's Cut,PS4,6.4,"Oct 10, 2017","Action u""Shoot-Em-Up"", Shooter, Vertical",Moss,UFO Interactive,E10+, , , , , ,Raiden Series
9214,73,Nidhogg 2,PS4,5.9,"Sep 15, 2017","Action, General",Messhof,Messhof,T, ,2 Players, , , ,
9215,73,ClaDun Returns: This is Sengoku!,PS4,6.1,"Jun 6, 2017","Action RPG, Role-Playing",Nippon Ichi Software,NIS America,E10+, ,Up to 4 Players, , , ,ClaDun Series
9216,73,Yooka-Laylee,PC,6.5,"Apr 5, 2017","3D, Action, Platformer",Playtonic Games,Team 17,E10+, , , , , ,
9217,73,Call of Duty: WWII,PC,3.3,"Nov 3, 2017","Action, Arcade, First-Person, Shooter",Sledgehammer Games,Activision,M, ,Online Multiplayer, , , ,Call of Duty Series
9218,73,Agents of Mayhem,XONE,6.2,"Aug 15, 2017","Action Adventure, Open-World",Volition Inc.,Deep Silver,M, ,No Online Multiplayer, , , ,Saints Row Series
9219,72,Styx: Shards of Darkness,PS4,7,"Mar 14, 2017","Action Adventure, General",Cyanide,Focus Home Interactive,M, ,, , , ,
9220,72,The Surge,PC,6.9,"May 16, 2017","Action RPG, General, Role-Playing",Deck 13,Deck 13,M, ,No Online Multiplayer, , , ,
9221,72,CastleStorm: Virtual Reality,PS4,4.3,"Aug 1, 2017","Defense, Real-Time, Strategy",Zen Studios,Zen Studios, , ,2 Players,PlayStation VR Required, , ,
9222,72,Tower 57,PC,7.2,"Nov 16, 2017","Action u""Shoot-Em-Up"", Shooter, Top-Down",Pixwerk,11 bit studios, , ,Online Multiplayer, , , ,
9223,72,Cars 3: Driven to Win,PS4,5.7,"Jun 13, 2017","Arcade, Automobile, Racing",Avalanche Software,Warner Bros. Interactive Entertainment,E10+, ,No Online Multiplayer, , , ,Cars Series
9224,72,88 Heroes,PS4,5.8,"Mar 24, 2017","2D, Action, Platformer","Rising Star Games, Bitmap Bureau",Rising Star Games,E10+, ,No Online Multiplayer, , , ,
9225,72,Mass Effect: Andromeda,PC,4.9,"Mar 21, 2017","Action RPG, Role-Playing",BioWare,Electronic Arts,M, ,Up to 4 Players, , ,http://masseffect.com/,Mass Effect Series
9226,72,The Wardrobe,PC,7.1,"Feb 15, 2017","Adventure, Point-and-Click",C.I.N.I.C. Games,Adventure Productions, , ,No Online Multiplayer, , , ,
9227,72,Purrfect Date,PC,tbd,"Dec 15, 2017","Adventure, Visual Novel",The Bae Team,Bossa Studios, , ,No Online Multiplayer, , , ,
9228,72,Semispheres,Switch,5.8,"Sep 14, 2017","Action, Puzzle",Vivid Helix,Vivid Helix,E, ,No Online Multiplayer, , , ,
9229,72,Senko no Ronde 2,PS4,tbd,"Sep 7, 2017","2D, Action, Fighting",G.Rev,Degica,T, ,2 Players, , , ,Senko no Ronde Series
9230,72,Namco Museum,Switch,7.3,"Jul 28, 2017","Compilation, Miscellaneous",Namco,Bandai Namco Games,T, , , , , ,Namco Museum Series
9231,72,Spintires: Mudrunner,XONE,8.4,"Oct 31, 2017","Civilian, Simulation, Vehicle",Maximum Games,Maximum Games,E, , , , , ,
9232,72,Matterfall,PS4,7.2,"Aug 15, 2017","Action, Arcade, Shooter, Third-Person","Housemarque, XDEV",SCEA,E10+, , , , , ,
9233,72,Conarium,PC,7,"Jun 6, 2017","3D, Adventure, First-Person",Zoetrope Interactive,Iceberg Interactive,T, ,No Online Multiplayer, , , ,
9234,72,NBA Live 18,XONE,5.5,"Sep 15, 2017","Basketball, Sim, Sports, Team",EA Sports,Electronic Arts,E, , , , , ,NBA Live Series
9235,72,NBA Live 18,PS4,6.1,"Sep 15, 2017","Basketball, Sim, Sports, Team",EA Sports,Electronic Arts,E, ,Up to 10 Players, , , ,NBA Live Series
9236,72,Snake Pass,Switch,7.5,"Mar 28, 2017","Action, Action Adventure, General, Puzzle",Sumo Digital,Sumo Digital,E, ,No Online Multiplayer, , , ,
9237,72,Skylanders Imaginators,Switch,5.4,"Mar 3, 2017","3D, Action, Platformer",Toys for Bob,Activision,E10+, , , , , ,Skylanders Series
9238,72,Styx: Shards of Darkness,PC,7.6,"Mar 14, 2017","Action Adventure, General",Cyanide,Focus Home Interactive,M, ,, , , ,
9239,72,Tiny Trax,PS4,5.6,"Jul 25, 2017","Arcade, Futuristic, Racing",FuturLab,FuturLab,E, , ,PlayStation VR Required, , ,
9240,72,BUTCHER,XONE,5,"May 10, 2017","2D, Action, Platformer",Crunching Koalas,Crunching Koalas,M, ,No Online Multiplayer, , , ,
9241,72,Narcosis,XONE,tbd,"May 10, 2017","Action Adventure, Survival","Honor Code, Inc.","Honor Code, Inc.",M, , , , ,http://www.narcosis-the-game.com/,
9242,72,Styx: Shards of Darkness,XONE,7.5,"Mar 14, 2017","Action Adventure, General",Cyanide,Focus Home Interactive,M, , , , , ,
9243,72,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PS4,5.6,"Apr 18, 2017","3D, Action, Adventure, General, Third-Person",Telltale Games,Telltale Games,T, , , , , ,Marvel Series
9244,72,Patapon,PS4,5.5,"Aug 1, 2017","Action, Music, Rhythm",Sony Interactive Entertainment,Sony Interactive Entertainment,E, , , , ,http://www.us.playstation.com/patapon/,Patapon Series
9245,72,Dream Daddy: A Dad Dating Simulator,PC,7.7,"Jul 13, 2017","Simulation, Virtual, Virtual Life",Game Grumps,Game Grumps, , ,No Online Multiplayer, , , ,
9246,72,Batman: The Telltale Series,Switch,6.9,"Nov 14, 2017","Adventure, Point-and-Click",Telltale Games,Telltale Games,M, ,No Online Multiplayer, , ,https://telltale.com/series/batman/,Batman Series
9247,72,ECHO 2017,PC,7,"Sep 19, 2017","Action Adventure, General",Ultra Ultra,Ultra Ultra, , ,No Online Multiplayer, , , ,
9248,72,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PS4,6.5,"Nov 7, 2017","3D, Action, Adventure, General, Third-Person",Telltale Games,Telltale Games,T, , , , , ,Marvel Series
9249,72,Semispheres,PS4,tbd,"Feb 14, 2017","Action, Puzzle",Vivid Helix,Vivid Helix,E, , , , , ,
9250,72,The Count Lucanor,Switch,7.1,"Oct 19, 2017","Action Adventure, General",Baroque Decay,Merge Games,T, ,No Online Multiplayer, , , ,
9251,72,Disc Jam,PS4,6.4,"Mar 7, 2017","Futuristic, Sports, Team",High Horse Entertainment,High Horse Entertainment,E, ,Up to 4 Players, , , ,
9252,72,Megaton Rainfall,PS4,6.6,"Oct 17, 2017","Action, General",Pentadimensional Games,Pentadimensional Games,T, , ,PlayStation VR Compatible, , ,
9253,72,Serial Cleaner,PS4,7.1,"Jul 11, 2017","Action, Action Adventure, General, Linear","iFun4all, Curve Digital",Curve Digital,M, , , , , ,
9254,64,The Simpsons Road Rage,PS2,7.5,"Nov 24, 2001","Driving, Mission-based",Fox Interactive,Electronic Arts,T,Mild Language Suggestive Themes Violence, , ,1-2 Players, ,Simpsons Series
9255,64,Fortress,GBA,tbd,"Aug 13, 2001","General, Strategy",Pipe Dream Interactive,Majesco Games,E, , , ,1-2 Players, ,
9256,64,Harry Potter and the Sorcerer's Stone,PS,7.5,"Nov 15, 2001","Action Adventure, Fantasy",Argonaut Games,Electronic Arts,E,Comic Mischief Mild Violence, , ,1 Player, ,Harry Potter Series
9257,64,Test Drive Off-Road Wide Open,XBOX,8.3,"Nov 14, 2001","Driving, Racing, Rally / Offroad",Rockstar San Diego,Atari,E,Mild Lyrics, , ,1-4 Players, ,Test Drive Series
9258,64,4x4 Evolution,PS2,tbd,"Feb 26, 2001","Driving, Racing, Rally / Offroad",Terminal Reality,Gathering,E, , , ,1-2 Players, ,4x4 Evolution Series
9259,64,Floigan Bros. Episode 1,DC,7.2,"Jul 30, 2001","Action, General",Visual Concepts,Sega,E,Comic Mischief Mild Animated Violence, , , , ,
9260,63,NBA Hoopz,PS2,tbd,"Feb 26, 2001","Arcade, Basketball, Sports, Traditional",Eurocom Entertainment Software,Midway,E, , ,Multi-Tap,1-6 Players, ,
9261,63,Top Gun: Combat Zones,PS2,3.3,"Oct 21, 2001","Flight, Modern Jet, Simulation",Titus Software,Titus Software,E,Violence, , ,1 Player, ,Top Gun Series
9262,63,The Weakest Link,PS,7.2,"Sep 24, 2001","Miscellaneous, Trivia / Game Show","Activision, Traveller's Tales",Activision,E, , , , , ,
9263,63,City Crisis,PS2,6.2,"Jul 17, 2001","Flight, Helicopter, Simulation",Syscom,Take-Two Interactive,E,Mild Violence, , ,1 Player, ,
9264,63,KAO the Kangaroo,DC,6.8,"Feb 13, 2001","Action, General",X-Ray Interactive,Titus Software,E,Animated Violence, , , , ,
9265,62,NFL GameDay 2002,PS,8.8,"Aug 6, 2001","Football, Sim, Sports, Traditional",989 Sports,SCEA,E, , ,Multi-Tap,1-8 Players, ,NFL Gameday Football Series
9266,62,Star Trek: Voyager Elite Force Expansion Pack,PC,7.5,"May 9, 2001","Action, Arcade, First-Person, Sci-Fi, Shooter",Raven Software,Activision,T, , , ,1-32 Players, ,Star Trek Series
9267,62,One Piece Mansion,PS,tbd,"Sep 30, 2001","Action, General",Capcom,Capcom,E,Comic Mischief, , ,1 Player, ,
9268,62,Kengo: Master of Bushido,PS2,8.4,"Jan 3, 2001","3D, Action, Fighting",Light Weight,Crave,M,Animated Blood Animated Violence, , ,1-2 Players, ,Kengo Fighting Series
9269,62,WWF Road to Wrestlemania,GBA,tbd,"Nov 18, 2001","Action, Fighting, Wrestling",Natsume,THQ,E,Violence, , , , ,Wrestlemania Series
9270,62,ESPN NBA 2Night,PS2,tbd,"Feb 13, 2001","Basketball, Sim, Sports, Traditional",Konami,Konami,E, , , ,1-8 Players, ,NBA 2Night Basketball Series
9271,62,Hoshigami: Ruining Blue Earth,PS,8.7,"Dec 20, 2001","Fantasy, Strategy, Turn-Based",Max Five,Atlus Co.,E,Mild Violence, , ,1 Player, ,
9272,62,Remote Assault,PC,tbd,"Jul 29, 2001","General, Strategy",Shrapnel Games,Shrapnel Games, , , , , , ,
9273,62,Wave Rally,PS2,4.5,"Nov 26, 2001","Driving, Racing, Snow / Water",Opus,Eidos Interactive,E, , , ,1-2 Players, ,
9274,62,High Heat Major League Baseball 2002,GBA,tbd,"Sep 16, 2001","Baseball, Sim, Sports, Traditional",Mobius Entertainment,3DO,E, , , , , ,High Heat Baseball Series
9275,62,Age of Sail II,PC,tbd,"Feb 1, 2001","General, Strategy",Akella,TalonSoft,E,Realistic Violence, , ,1-16 Players, ,
9276,61,Pinobee: Wings of Adventure,GBA,tbd,"May 30, 2001","Action, General",Artoon,Activision,E, , , , , ,
9277,61,Disney's Aladdin in Nasira's Revenge,PS,6.7,"Mar 15, 2001","Action, General",Argonaut Games,SCEA,E,Animated Violence, , ,1 Player, ,
9278,61,The Messenger,PC,tbd,"Feb 14, 2001","2D, Action, Platformer",Sabotage Studio,Sabotage Studio, , ,No Online Multiplayer, , , ,
9279,61,AirForce Delta Storm,XBOX,7.1,"Nov 14, 2001","Flight, Modern Jet, Simulation",KCE Studios,Konami,E,Violence, , ,1 Player, ,Air Force Delta Series
9280,61,The Simpsons Road Rage,XBOX,8.3,"Dec 1, 2001","Arcade, Driving, Racing",Fox Interactive,Electronic Arts,T, , , ,1-2 Players, ,Simpsons Series
9281,61,Disney's Tarzan Untamed,GC,7.4,"Nov 17, 2001","3D, Action, Platformer",Ubisoft Montreal,Ubisoft,E,Mild Violence, , ,1 Player, ,Tarzan Series
9282,61,Illbleed,DC,8.4,"Apr 16, 2001","Action Adventure, Horror",Crazy Games,AIA,M,Blood and Gore Mature Sexual Themes Violence, , , , ,
9283,61,Rune: Halls of Valhalla,PC,7.5,"Apr 26, 2001","Action, General",Human Head Studios,Gathering,M,Blood and Gore Violence, , ,1-16 Players, ,Rune Series
9284,61,Original War,PC,8.8,"Dec 3, 2001","Command, General, Real-Time, Strategy",Altar Interactive,Virgin Interactive,T,Strong Language Violence, , ,1-8 Players, ,
9285,61,18 Wheeler: American Pro Trucker,PS2,5.6,"Nov 14, 2001","Arcade, Driving, Racing",Acclaim Studios Cheltenham,Acclaim,E,Violence, , ,1-2 Players, ,18 Wheeler Series
9286,61,X-Men: Reign of Apocalypse,GBA,tbd,"Sep 25, 2001","Action u""Beat-Em-Up""",Digital Eclipse,Activision,E,Mild Violence, , , , ,X Men Series
9287,61,Virtua Athlete 2000,DC,7.3,"Aug 10, 2001","Olympic Sports, Sports",Hitmaker,Agetec Inc.,E, , , , , ,
9288,61,Sunny Garcia Surfing,PS2,7.9,"Oct 22, 2001","Alternative, Sports, Surfing",Krome Studios,Ubisoft,E,Mild Lyrics Violence, , ,1-8 Players, ,
9289,61,Road to India: Between Hell and Nirvana,PC,tbd,"Sep 16, 2001","Adventure, General",Microids,Microids,E, , , ,1 Player, ,
9290,61,Gangsters 2: Vendetta,PC,7.7,"Jun 5, 2001","General, Strategy",Hothouse Creations,Eidos Interactive,T, , , ,1 Player, ,
9291,60,The Powerpuff Girls: Mojo Jojo A-Go-Go,GBA,tbd,"Nov 27, 2001","Action, General",Sennari Interactive,Bam Entertainment,E,Mild Violence, , , , ,Powerpuff Girls Series
9292,60,Adventure Pinball: Forgotten Island,PC,7,"Mar 21, 2001","Action, Miscellaneous, Parlor, Pinball",Digital Extremes,Electronic Arts,E, , , ,1-4 Players, ,
9293,60,Atari Anniversary Edition,DC,tbd,"Jul 2, 2001","Compilation, Miscellaneous",Digital Eclipse,Infogrames,E, , , , , ,Greatest Hits Series
9294,59,Disney's Tarzan Untamed,PS2,7.1,"Nov 14, 2001","Action Adventure, Fantasy",Ubisoft,Ubisoft,E,Mild Violence, , ,1 Player, ,Tarzan Series
